Course Name,Access,Year Built,Rating,Number of Reviews,Pct Recommend,Club ID,Course ID,Full Address,Address,City,State,Zip,Address,City,State,St abbrv,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type
Windy Hills Golf Course,Public,1999,,,0%,2903,3250,"513 Kirkland Rd, Covington, Georgia 30014, Newton County",513 Kirkland Rd,Covington,Georgia,30014,513 Kirkland Rd,Covington,Georgia,GA,30014,33.5909648,-83.9273445,0.9,ROOFTOP
Country Land Golf Course,Semi-Private,1991,3.7,178,84.10%,2904,3251,"6560 Mayfield Dr, Cumming, Georgia 30041, Forsyth County",6560 Mayfield Dr,Cumming,Georgia,30041,6560 Mayfield Dr,Cumming,Georgia,GA,30041,34.305217,-84.026904,1,rooftop
Hampton Golf Village,Public,2000,4.3,425,97.00%,2905,3252,"6310 Hampton Golf Club Dr , Cumming, Georgia 30041, Forsyth County",6310 Hampton Golf Club Dr,Cumming,Georgia,30041,6310 Hampton Golf Club Dr,Cumming,Georgia,GA,30041,34.301548,-84.060578,1,rooftop
Polo Golf & Country Club,Private,1989,3.8,4,100.00%,2906,3253,"6300 Polo Club Dr, Cumming, Georgia 30040, Forsyth County",6300 Polo Club Dr,Cumming,Georgia,30040,6300 Polo Club Dr,Cumming,Georgia,GA,30040,34.178983,-84.207929,1,rooftop
Windermere Golf Club,Private,2000,3.3,11,98.30%,2907,3254,"5000 Davis Love Dr , Cumming, GA 30041",5000 Davis Love Dr,Cumming,Georgia,30041,5000 Davis Love Dr,Cumming,Georgia,GA,30041,34.136991,-84.123579,1,rooftop
Randolph Country Club,Private,1932,,,0%,2908,3255,"175 N St, Cuthbert, Georgia 31740, Randolph County",175 N St,Cuthbert,Georgia,31740,175 N St,Cuthbert,Georgia,GA,31740,31.7798282,-84.7987629,0.33,ROOFTOP
Hamilton Mill Golf Course,Private,1995,4,5,100.00%,2909,3256,"1995 Hamilton Mill Pkwy, Dacula, Georgia 30019, Gwinnett County",1995 Hamilton Mill Pkwy,Dacula,Georgia,30019,1995 Hamilton Mill Pkwy,Dacula,Georgia,GA,30019,34.056807,-83.899436,1,rooftop
The Trophy Club of Apalachee,Semi-Private,1994,3.7,266,79.10%,2910,3257,"1008 Dacula Rd, Dacula, Georgia 30019, Gwinnett County",1008 Dacula Rd,Dacula,Georgia,30019,1008 Dacula Rd,Dacula,Georgia,GA,30019,34.024343,-83.913206,1,rooftop
Achasta Golf Club,Semi-Private/Resort,2000,4.6,119,95.00%,2911,3258,"639 Birch River Dr, Dahlonega, Georgia 30533, Lumpkin County",639 Birch River Dr,Dahlonega,Georgia,30533,639 Birch River Dr,Dahlonega,Georgia,GA,30533,34.499761,-83.964771,1,rooftop
Dalton Golf & Country Club,Private,1924,3,1,100.00%,2912,3259,"333 Country Club Way, Dalton, Georgia 30721, Whitfield County",333 Country Club Way,Dalton,Georgia,30721,333 Country Club Way,Dalton,Georgia,GA,30721,34.80476,-84.953954,1,rooftop
Dawson Country Club,Private,0,4,1,100.00%,2913,3260,"Hwy 82, Dawson, Georgia 31742, Terrell County",Hwy 82,Dawson,Georgia,31742,Hwy 82,Dawson,Georgia,GA,31742,31.770541,-84.530801,1,street_center
Chestatee Golf Club,Semi-Private,1999,4.3,347,90.10%,2914,3261,"777 Dogwood Way, Dawsonville, Georgia 30534, Dawson County",777 Dogwood Way,Dawsonville,Georgia,30534,777 Dogwood Way,Dawsonville,Georgia,GA,30534,34.402639,-83.98928,1,range_interpolation
Crystal Falls Golf Club,Private,1970,4.1,131,98.50%,2915,3262,"3756 Cowart Rd , Dawsonville, Georgia 30534, Dawson County",3756 Cowart Rd,Dawsonville,Georgia,30534,3756 Cowart Rd,Dawsonville,Georgia,GA,30534,34.3748199,-84.2428816,0.6,ROOFTOP
Piedmont Golf Club,Semi-Private,1963,,,0%,2916,3263,"162 Golf Course Road, Demorest, Georgia 30535, Habersham County",162 Golf Course Road,Demorest,Georgia,30535,162 Golf Course Road,Demorest,Georgia,GA,30535,34.563492,-83.526471,1,rooftop
Green Acres Golf & Recreation,Semi-Private,1968,4,1,100.00%,2917,3264,"332 Rentz Dexter Rd, Dexter, Georgia 31019, Laurens County",332 Rentz Dexter Rd,Dexter,Georgia,31019,332 Rentz Dexter Rd,Dexter,Georgia,GA,31019,32.422265,-83.031809,1,rooftop
Donalsonville Country Club,Semi-Private,1966,5,1,100.00%,2918,3265,"6093 GA Highway 39, Donalsonville, GA 39845, Seminole County",6093 GA Highway 39,Donalsonville,Georgia,39845,6093 GA Highway 39,Donalsonville,Georgia,GA,39845,30.970616,-84.874634,1,rooftop
Beaver Kreek Golf Club,Semi-Private,1988,3,2,50.00%,2919,3266,"485 Beaver Creek Rd, Douglas, Georgia 31533, Coffee County",485 Beaver Creek Rd,Douglas,Georgia,31533,485 Beaver Creek Rd,Douglas,Georgia,GA,31533,31.553136,-82.798204,1,rooftop
Community Golf Course,Public,0,,,0%,2920,3267,"Tiger Rd, Douglas, Georgia 31533, Coffee County",Tiger Rd,Douglas,Georgia,31533,Tiger Rd,Douglas,Georgia,GA,31533,31.4938769,-82.853492,0.5,GEOMETRIC_CENTER
Douglas Golf & Country Club,Private,1916,,,0%,2921,3268,"1425 Golf Club Road, Douglas, Georgia 31533, Coffee County",1425 Golf Club Road,Douglas,Georgia,31533,1425 Golf Club Road,Douglas,Georgia,GA,31533,31.524929,-82.825922,1,rooftop
Hinson Hills Golf Center,Public,1993,,,0%,2922,3269,"3179 Hwy 32 E, Douglas, Georgia 31533, Coffee County",3179 Hwy 32 E,Douglas,Georgia,31533,3179 Hwy 32 E,Douglas,Georgia,GA,31533,31.5036049,-82.8130391,0.9,ROOFTOP
Chapel Hills Golf Course,Private,1992,4.7,2,100.00%,2923,3270,"3300 Golf Ridge Blvd, Douglasville, Georgia 30135, Douglas County",3300 Golf Ridge Blvd,Douglasville,Georgia,30135,3300 Golf Ridge Blvd,Douglasville,Georgia,GA,30135,33.711877,-84.721939,1,rooftop
West Pines Golf Club,Semi-Private,1965,4.3,370,93.10%,2924,3271,"9090 Rose Avenue, Douglasville, Georgia 30134, Douglas County",9090 Rose Avenue,Douglasville,Georgia,30134,9090 Rose Avenue,Douglasville,Georgia,GA,30134,33.735406,-84.749362,1,rooftop
Dublin Country Club,Private,1946,,,0%,2925,3272,"689 Country Club Rd, Dublin, Georgia 31021, Laurens County",689 Country Club Rd,Dublin,Georgia,31021,689 Country Club Rd,Dublin,Georgia,GA,31021,32.597747,-82.89294,1,rooftop
Riverview Park Golf Course,Public/Municipal,1977,3,1,100.00%,2926,3273,"Riverview Park Dr, Dublin, Georgia 31040, Laurens County",Riverview Park Dr,Dublin,Georgia,31040,Riverview Park Dr,Dublin,Georgia,GA,31040,32.5204236,-82.8920551,0.9,GEOMETRIC_CENTER
Berkeley Hills Country Club,Private,1971,4,3,100.00%,2927,3274,"2300 Pond Rd, Duluth, Georgia 30096, Gwinnett County",2300 Pond Rd,Duluth,Georgia,30096,2300 Pond Rd,Duluth,Georgia,GA,30096,33.946573,-84.169512,1,rooftop
Peachtree Golf Center,Public,1997,4,56,89.90%,2928,3275,"2833 Peachtree Industrial Blvd, Duluth, Georgia 30097, Gwinnett County",2833 Peachtree Industrial Blvd,Duluth,Georgia,30097,2833 Peachtree Industrial Blvd,Duluth,Georgia,GA,30097,34.024735,-84.149281,1,rooftop
St. Ives Country Club,Private,1989,4,1,100.00%,2929,3276,"1 St Ives Country Club Dr, Duluth, Georgia 30097, Fulton County",1 St Ives Country Club Dr,Duluth,Georgia,30097,1 St Ives Country Club Dr,Duluth,Georgia,GA,30097,34.030969,-84.18646,1,range_interpolation
St. Marlo Country Club,Public,1995,4,367,79.80%,2930,3277,"7755 St Marlo CC Pkwy, Duluth, Georgia 30097, Forsyth County",7755 St Marlo CC Pkwy,Duluth,Georgia,30097,7755 St Marlo CC Pkwy,Duluth,Georgia,GA,30097,34.0682597,-84.1431153,0.4,ROOFTOP
"Standard Club, The",Private,1987,4.2,5,100.00%,2931,3278,"6230 Abbots Bridge Rd, Duluth, Georgia 30097, Fulton County",6230 Abbots Bridge Rd,Duluth,Georgia,30097,6230 Abbots Bridge Rd,Duluth,Georgia,GA,30097,34.056733,-84.178324,1,rooftop
The Hooch Golf Club,Public,1998,3.8,327,90.50%,2932,3279,"2705 Peachtree Industrial Blvd, Duluth, Georgia 30097, Gwinnett County",2705 Peachtree Industrial Blvd,Duluth,Georgia,30097,2705 Peachtree Industrial Blvd,Duluth,Georgia,GA,30097,34.023919,-84.145748,1,rooftop
TPC Sugarloaf - Pines Course,Private,2000,4.8,4,100.00%,2933,3280,"2595 Sugarloaf Club Dr, Duluth, Georgia 30097, Gwinnett County",2595 Sugarloaf Club Dr,Duluth,Georgia,30097,2595 Sugarloaf Club Dr,Duluth,Georgia,GA,30097,33.99114,-84.100858,1,range_interpolation
TPC Sugarloaf - Stables/Meadows Course,Private,1997,4.8,4,100.00%,2933,3281,"2595 Sugarloaf Club Dr, Duluth, Georgia 30097, Gwinnett County",2595 Sugarloaf Club Dr,Duluth,Georgia,30097,2595 Sugarloaf Club Dr,Duluth,Georgia,GA,30097,33.99114,-84.100858,1,range_interpolation
Dunwoody Country Club,Private,1965,5,1,100.00%,2934,3282,"1600 Dunwoody Club Dr, Dunwoody, Georgia 30350, Fulton County",1600 Dunwoody Club Dr,Dunwoody,Georgia,30350,1600 Dunwoody Club Dr,Dunwoody,Georgia,GA,30350,33.966158,-84.31248,1,rooftop
Dodge County Golf Club,Semi-Private,1942,,,0%,2935,3283,"Golf Course Rd, Eastman, Georgia 31023, Dodge County",Golf Course Rd,Eastman,Georgia,31023,Golf Course Rd,Eastman,Georgia,GA,31023,32.216666,-83.192032,1,street_center
Golf Club at Cuscowilla,Private,1997,4.7,3,100.00%,2936,3284,"126 Cuscowilla Dr, Eatonton, Georgia 31024, Putnam County",126 Cuscowilla Dr,Eatonton,Georgia,31024,126 Cuscowilla Dr,Eatonton,Georgia,GA,31024,33.4116209,-83.2518762,0.6,ROOFTOP
Reynolds Lake Oconee - Great Waters,Private/Resort,1992,4.7,6,100.00%,2937,3285,"112 Plantation Dr, Eatonton, Georgia 31024, Putnam County",112 Plantation Dr,Eatonton,Georgia,31024,112 Plantation Dr,Eatonton,Georgia,GA,31024,33.3940466,-83.2338044,0.33,RANGE_INTERPOLATED
Uncle Remus Golf Course,Public,1962,4,1,100.00%,2938,3286,"120 Hambone Holle Dr, Eatonton, Georgia 31024, Putnam County",120 Hambone Holle Dr,Eatonton,Georgia,31024,120 Hambone Holle Dr,Eatonton,Georgia,GA,31024,33.314371,-83.391545,1,range_interpolation
Arrowhead Pointe At Lake Richard B. Russell,Municipal,2004,4.6,236,96.40%,2939,3287,"2790 Olympic Rowing Drive, Elberton, Georgia 30635, Elbert County",2790 Olympic Rowing Drive,Elberton,Georgia,30635,2790 Olympic Rowing Drive,Elberton,Georgia,GA,30635,34.1557254,-82.7303221,0.33,ROOFTOP
Elberton Country Club,Private,1946,,,0%,2940,3288,"1101 Country Club Rd, Elberton, Georgia 30635, Elbert County",1101 Country Club Rd,Elberton,Georgia,30635,1101 Country Club Rd,Elberton,Georgia,GA,30635,34.083744,-82.851039,1,range_interpolation
Panola Mountain Golf Club - 10-hole Course,Public,2000,4.5,2,100.00%,2941,3289,"1850 Little Mountain Rd, Ellenwood, Georgia 30049, Clayton County",1850 Little Mountain Rd,Ellenwood,Georgia,30049,1850 Little Mountain Rd,Ellenwood,Georgia,GA,30049,33.6385659,-84.1807327,0.9,ROOFTOP
Panola Mountain Golf Club - 18-hole Course,Public,1965,4.5,2,100.00%,2941,3290,"1850 Little Mountain Rd, Ellenwood, Georgia 30049, Clayton County",1850 Little Mountain Rd,Ellenwood,Georgia,30049,1850 Little Mountain Rd,Ellenwood,Georgia,GA,30049,33.6385659,-84.1807327,0.9,ROOFTOP
White Path Golf Club,Semi-Private,1987,3.2,15,100.00%,2942,3291,"1156 Shenandoah Dr, Ellijay, Georgia 30540, Gilmer County",1156 Shenandoah Dr,Ellijay,Georgia,30540,1156 Shenandoah Dr,Ellijay,Georgia,GA,30540,34.76275,-84.438251,1,range_interpolation
Bartram Trail Golf Club,Public,2005,4.3,338,92.50%,2943,3292,"470 Bartram Trail Club Drive, Evans, Georgia 30809, Richmond County",470 Bartram Trail Club Drive,Evans,Georgia,30809,470 Bartram Trail Club Drive,Evans,Georgia,GA,30809,33.519084,-82.214973,1,rooftop
Champions Retreat Golf Club - Nicklaus Bluff Nine,Private,2005,5,6,100.00%,2944,3293,"37 Champions Pkwy, Evans, Georgia 30909, Richmond County",37 Champions Pkwy,Evans,Georgia,30909,37 Champions Pkwy,Evans,Georgia,GA,30909,33.5964967,-82.1650478,0.9,ROOFTOP
Champions Retreat Golf Club - Palmer Island Nine,Private,2005,5,6,100.00%,2944,3294,"37 Champions Pkwy, Evans, Georgia 30909, Richmond County",37 Champions Pkwy,Evans,Georgia,30909,37 Champions Pkwy,Evans,Georgia,GA,30909,33.5964967,-82.1650478,0.9,ROOFTOP
Champions Retreat Golf Club - Player Creek Nine,Private,2005,5,6,100.00%,2944,3295,"37 Champions Pkwy, Evans, Georgia 30909, Richmond County",37 Champions Pkwy,Evans,Georgia,30909,37 Champions Pkwy,Evans,Georgia,GA,30909,33.5964967,-82.1650478,0.9,ROOFTOP
Durham Lakes Country Club,Public,2006,3,161,61.50%,2945,3296,"156 Durham Lake Pkwy , Fairburn, Georgia 30213, Fulton County",156 Durham Lake Pkwy,Fairburn,Georgia,30213,156 Durham Lake Pkwy,Fairburn,Georgia,GA,30213,33.561353,-84.610164,1,range_interpolation
Fargo Recreation Golf Course,Semi-Private,1962,,,0%,2946,3297,"103 4th Ave, Fargo, Georgia 31631, Clinch County",103 4th Ave,Fargo,Georgia,31631,103 4th Ave,Fargo,Georgia,GA,31631,30.6902809,-82.5636345,0.9,RANGE_INTERPOLATED
Whitewater Creek Country Club,Private,1987,4,4,100.00%,2947,3298,"175 Birkdale Dr, Fayetteville, Georgia 30215, Fayette County",175 Birkdale Dr,Fayetteville,Georgia,30215,175 Birkdale Dr,Fayetteville,Georgia,GA,30215,33.379504,-84.500076,1,rooftop
Turkey Creek Golf Course,Private,1957,,,0%,2948,3299,"330 Ocilla Highway , Fitzgerald, Georgia 31750",330 Ocilla Highway,Fitzgerald,Georgia,31750,330 Ocilla Highway,Fitzgerald,Georgia,GA,31750,31.689711,-83.241946,1,rooftop
Royal Lakes Golf & Country Club,Semi-Private,1990,4.2,371,91.40%,2949,3300,"4700 Royal Lakes Dr, Flowery Branch, Georgia 30542, Hall County",4700 Royal Lakes Dr,Flowery Branch,Georgia,30542,4700 Royal Lakes Dr,Flowery Branch,Georgia,GA,30542,34.200997,-83.851029,1,rooftop
Folkston Golf Club,Public,1954,3.3,12,97.40%,2950,3301,"202 Country Club Rd, Folkston, Georgia 31537, Charlton County",202 Country Club Rd,Folkston,Georgia,31537,202 Country Club Rd,Folkston,Georgia,GA,31537,30.840828,-82.018095,1,range_interpolation
Forsyth Golf Club,Public,1935,4.1,32,86.40%,2951,3302,"400 Country Club Dr, Forsyth, Georgia 31029, Monroe County",400 Country Club Dr,Forsyth,Georgia,31029,400 Country Club Dr,Forsyth,Georgia,GA,31029,33.039719,-83.95822,1,range_interpolation
The Club at River Forest,Private,2004,4.5,8,100.00%,2952,3303,"1 Clubhouse Dr, Forsyth, Georgia 31029, Monroe County",1 Clubhouse Dr,Forsyth,Georgia,31029,1 Clubhouse Dr,Forsyth,Georgia,GA,31029,33.1258714,-83.9897917,0.33,ROOFTOP
Fort Benning Golf Course - Bradley Nine,Military,1950,2.8,6,50.00%,2953,3304,"Bldg 390 Baltzell Ave, Fort Benning, GA 31905, Chattahoochee County",Bldg 390 Baltzell Ave,Fort Benning,Georgia,31905,Bldg 390 Baltzell Ave,Fort Benning,Georgia,GA,31905,32.392337,-84.931457,1,place
Fort Benning Golf Course - Marshall Nine,Military,1960,2.8,6,50.00%,2953,3305,"Bldg 390 Baltzell Ave, Fort Benning, GA 31905, Chattahoochee County",Bldg 390 Baltzell Ave,Fort Benning,Georgia,31905,Bldg 390 Baltzell Ave,Fort Benning,Georgia,GA,31905,32.392337,-84.931457,1,place
Fort Benning Golf Course - Patton Nine,Military,2007,2.8,6,50.00%,2953,3306,"Bldg 390 Baltzell Ave, Fort Benning, GA 31905, Chattahoochee County",Bldg 390 Baltzell Ave,Fort Benning,Georgia,31905,Bldg 390 Baltzell Ave,Fort Benning,Georgia,GA,31905,32.392337,-84.931457,1,place
Meadow Links Golf Course at George T. Bagby,Public,1996,4.8,66,99.80%,2954,3307,"Bagby State Park, Fort Gaines, Georgia 31751, Clay County",Bagby State Park,Fort Gaines,Georgia,31751,Bagby State Park,Fort Gaines,Georgia,GA,31751,31.63618,-85.054942,1,place
Gordon Lakes Golf Course - Island View Nine,Military,1975,3.9,16,79.30%,2955,3308,"Building 537 Range Rd, Fort Gordon, Georgia 30905, Richmond County",Building 537 Range Rd,Fort Gordon,Georgia,30905,Building 537 Range Rd,Fort Gordon,Georgia,GA,30905,33.4023346,-82.16985,0.67,RANGE_INTERPOLATED
Gordon Lakes Golf Course - Lake View Nine,Military,1975,3.9,16,79.30%,2955,3309,"Building 537 Range Rd, Fort Gordon, Georgia 30905, Richmond County",Building 537 Range Rd,Fort Gordon,Georgia,30905,Building 537 Range Rd,Fort Gordon,Georgia,GA,30905,33.4023346,-82.16985,0.67,RANGE_INTERPOLATED
Gordon Lakes Golf Course - Pine View Nine,Military,2003,3.9,16,79.30%,2955,3310,"Building 537 Range Rd, Fort Gordon, Georgia 30905, Richmond County",Building 537 Range Rd,Fort Gordon,Georgia,30905,Building 537 Range Rd,Fort Gordon,Georgia,GA,30905,33.4023346,-82.16985,0.67,RANGE_INTERPOLATED
Battlefield Golf Club,Private,1970,,,0%,2956,3311,"285 Cannon Dr, Ringgold, Georgia 30736, Catoosa County",285 Cannon Dr,Ringgold,Georgia,30736,285 Cannon Dr,Ringgold,Georgia,GA,30736,34.9248056,-85.2285559,0.6,ROOFTOP
Taylor's Creek Golf Course,Military,1950,3.8,35,94.30%,2957,3312,"Building 2150 Gullick Ave, Fort Stewart, Georgia 31314, Liberty County",Building 2150 Gullick Ave,Fort Stewart,Georgia,31314,Building 2150 Gullick Ave,Fort Stewart,Georgia,GA,31314,31.870154,-81.631076,1,place
Pine Needles Country Club,Semi-Private,1940,,,0%,2958,3313,"111 Country Club Rd, Fort Valley, Georgia 31030, Peach County",111 Country Club Rd,Fort Valley,Georgia,31030,111 Country Club Rd,Fort Valley,Georgia,GA,31030,32.58697,-83.8596518,0.6,ROOFTOP
Chattahoochee Golf Club,Public/Municipal,1959,4.5,95,96.90%,2959,3314,"301 Tommy Aaron Dr SW, Gainesville, Georgia 30506, Hall County",301 Tommy Aaron Dr SW,Gainesville,Georgia,30506,301 Tommy Aaron Dr SW,Gainesville,Georgia,GA,30506,34.355094,-83.862715,1,rooftop
Chicopee Woods Golf Course - Mill Nine,Public,2001,4.5,432,95.70%,2960,3315,"2515 Atlantic Hwy, Gainesville, Georgia 30504, Hall County",2515 Atlantic Hwy,Gainesville,Georgia,30504,2515 Atlantic Hwy,Gainesville,Georgia,GA,30504,34.241796,-83.850289,1,rooftop
Chicopee Woods Golf Course - School Nine,Public,1991,4.5,432,95.70%,2960,3316,"2515 Atlantic Hwy, Gainesville, Georgia 30504, Hall County",2515 Atlantic Hwy,Gainesville,Georgia,30504,2515 Atlantic Hwy,Gainesville,Georgia,GA,30504,34.241796,-83.850289,1,rooftop
Chicopee Woods Golf Course - Village Nine,Public,1991,4.5,432,95.70%,2960,3317,"2515 Atlantic Hwy, Gainesville, Georgia 30504, Hall County",2515 Atlantic Hwy,Gainesville,Georgia,30504,2515 Atlantic Hwy,Gainesville,Georgia,GA,30504,34.241796,-83.850289,1,rooftop
Beaver Lake Golf & Country Club,Public,1964,,,0%,2961,3318,"2622 Beaver Lake Rd, Gay, Georgia 30218, Meriwether County",2622 Beaver Lake Rd,Gay,Georgia,30218,2622 Beaver Lake Rd,Gay,Georgia,GA,30218,33.133966,-84.570271,1,range_interpolation
Lake Jonesco Golf Course,Public/Municipal,1936,3.3,33,71.90%,2962,3319,"Hwy 2 E, Gray, Georgia 31032, Jones County",Hwy 2 E,Gray,Georgia,31032,Hwy 2 E,Gray,Georgia,GA,31032,32.991607,-83.567362,1,place
Harbor Club on Lake Oconee,Semi-Private,1991,4.5,73,91.80%,2963,3320,"1111 Polo Circle, Suite 102, Greensboro, Georgia 30642, Greene County","1111 Polo Circle, Suite 102",Greensboro,Georgia,30642,"1111 Polo Circle, Suite 102",Greensboro,Georgia,GA,30642,33.4872934,-83.2129221,0.33,ROOFTOP
Reynolds Lake Oconee - The Creek Club,Private,2007,4,2,100.00%,2964,3321,"100 Linger Longer Road, Greensboro, Georgia 30642, Greene County",100 Linger Longer Road,Greensboro,Georgia,30642,100 Linger Longer Road,Greensboro,Georgia,GA,30642,33.4356555,-83.2257796,0.6,ROOFTOP
Reynolds Lake Oconee - The Landing,Resort,1986,4.5,2,100.00%,2965,3322,"1104 Landing Dr, Greensboro, Georgia 30642, Greene County",1104 Landing Dr,Greensboro,Georgia,30642,1104 Landing Dr,Greensboro,Georgia,GA,30642,33.469991,-83.254699,1,range_interpolation
Reynolds Lake Oconee - The National - Bluff/Cove,Private,2000,4.2,2,100.00%,2966,3323,"1130 National Dr, Greensboro, Georgia 30642, Greene County",1130 National Dr,Greensboro,Georgia,30642,1130 National Dr,Greensboro,Georgia,GA,30642,33.421997,-83.207224,0.33,ROOFTOP
Reynolds Lake Oconee - The National - Cove/Ridge,Private,2000,4.2,2,100.00%,2966,3324,"1130 National Dr, Greensboro, Georgia 30642, Greene County",1130 National Dr,Greensboro,Georgia,30642,1130 National Dr,Greensboro,Georgia,GA,30642,33.421997,-83.207224,0.33,ROOFTOP
Reynolds Lake Oconee - The National - Ridge/Bluff,Private,1997,4.2,2,100.00%,2966,3325,"1130 National Dr, Greensboro, Georgia 30642, Greene County",1130 National Dr,Greensboro,Georgia,30642,1130 National Dr,Greensboro,Georgia,GA,30642,33.421997,-83.207224,0.33,ROOFTOP
Reynolds Lake Oconee - The Oconee,Public,2002,4.6,9,100.00%,2967,3326,"1031 Cottage Cove, Greensboro, Georgia 30642, Greene County",1031 Cottage Cove,Greensboro,Georgia,30642,1031 Cottage Cove,Greensboro,Georgia,GA,30642,33.438912,-83.1969229,0.33,ROOFTOP
Reynolds Lake Oconee - The Preserve Course,Private,1988,4.1,3,100.00%,2968,3327,"1091 Clubhouse Dr, Greensboro, Georgia 30642, Greene County",1091 Clubhouse Dr,Greensboro,Georgia,30642,1091 Clubhouse Dr,Greensboro,Georgia,GA,30642,33.426489,-83.221361,1,range_interpolation
Cabin Creek Golf Club,Private,1953,,,0%,2969,3328,"1374 N 2nd St, Griffin, Georgia 30223, Spalding County",1374 N 2nd St,Griffin,Georgia,30223,1374 N 2nd St,Griffin,Georgia,GA,30223,33.275586,-84.235088,1,range_interpolation
Cannongate Golf At Sun City Peachtree,Private/Community,2008,5,1,100.00%,2970,3329,"250 Del Webb Blvd, Griffin, Georgia 30224, Spalding County",250 Del Webb Blvd,Griffin,Georgia,30224,250 Del Webb Blvd,Griffin,Georgia,GA,30224,33.3162278,-84.2377886,0.33,ROOFTOP
Club at Shoal Creek,Semi-Private,1968,3.7,106,84.80%,2971,3330,"430 Country Club Drive, Griffin, Georgia 30223, Spalding County",430 Country Club Drive,Griffin,Georgia,30223,430 Country Club Drive,Griffin,Georgia,GA,30223,33.253643,-84.315537,1,range_interpolation
Griffin City Golf Course,Public/Municipal,1932,3.7,108,86.90%,2972,3331,"625 Camp Northern Rd, Griffin, Georgia 30223, Spalding County",625 Camp Northern Rd,Griffin,Georgia,30223,625 Camp Northern Rd,Griffin,Georgia,GA,30223,33.2344376,-84.2731025,0.33,ROOFTOP
Morgan Dairy Golf Club,Public,2001,4.8,4,100.00%,2973,3332,"525 Morgan Dairy Rd, Griffin, Georgia 30224, Lamar County",525 Morgan Dairy Rd,Griffin,Georgia,30224,525 Morgan Dairy Rd,Griffin,Georgia,GA,30224,33.1552049,-84.173482,0.9,ROOFTOP
Crystal Lake Golf & Country Club,Semi-Private,2006,4.1,413,90.50%,2974,3333,"100 Hampton Oaks Dr, Hampton, Georgia 30228, Henry County",100 Hampton Oaks Dr,Hampton,Georgia,30228,100 Hampton Oaks Dr,Hampton,Georgia,GA,30228,33.390652,-84.293708,1,range_interpolation
Cateechee,Semi-Private,1997,4.8,35,100.00%,2975,3334,"140 Cateechee Trl, Hartwell, Georgia 30643, Hart County",140 Cateechee Trl,Hartwell,Georgia,30643,140 Cateechee Trl,Hartwell,Georgia,GA,30643,34.322392,-82.913239,1,range_interpolation
Hartwell Golf Club,Semi-Private,1923,,,0%,2976,3335,"755 Golf Course Rd, Hartwell, Georgia 30643, Hart County",755 Golf Course Rd,Hartwell,Georgia,30643,755 Golf Course Rd,Hartwell,Georgia,GA,30643,34.3283897,-82.9552072,0.5,ROOFTOP
Southern Hills Golf Club,Semi-Private,1997,4.8,91,98.00%,2977,3336,"360 Warner Robins Highway, Hawkinsville, Georgia 31036, Pulaski County",360 Warner Robins Highway,Hawkinsville,Georgia,31036,360 Warner Robins Highway,Hawkinsville,Georgia,GA,31036,32.3253791,-83.5143187,0.33,ROOFTOP
Twisted Pine Golf Course,Semi-Private,2011,,,0%,2978,3337,"270 Uvalda Hwy, Hazlehurst, Georgia 31539, Jeff Davis County",270 Uvalda Hwy,Hazlehurst,Georgia,31539,270 Uvalda Hwy,Hazlehurst,Georgia,GA,31539,31.886123,-82.587701,1,range_interpolation
Innsbruck Golf Club,Semi-Private,1987,4,173,96.90%,2979,3338,"664 Bahn Innsbruck, Helen, Georgia 30545, White County",664 Bahn Innsbruck,Helen,Georgia,30545,664 Bahn Innsbruck,Helen,Georgia,GA,30545,34.705876,-83.714644,1,range_interpolation
Cherokee Rose Country Club,Semi-Private,1970,3,1,100.00%,2980,3339,"225 Cherokee Trl, Hinesville, Georgia 31313, Liberty County",225 Cherokee Trl,Hinesville,Georgia,31313,225 Cherokee Trl,Hinesville,Georgia,GA,31313,31.800451,-81.598313,1,rooftop
Creekside Golf & Country Club,Semi-Private,1954,3.7,285,84.40%,2981,3340,"591 Westchester Club Dr, Hiram, Georgia 30141, Paulding County",591 Westchester Club Dr,Hiram,Georgia,30141,591 Westchester Club Dr,Hiram,Georgia,GA,30141,33.837183,-84.819103,1,rooftop
Hogansville Golf Club,Public,1943,1.8,4,25.00%,2982,3341,"115 American Legion Rd, Hogansville, Georgia 30230, Troup County",115 American Legion Rd,Hogansville,Georgia,30230,115 American Legion Rd,Hogansville,Georgia,GA,30230,33.194044,-84.909859,1,rooftop
Chimney Oaks Golf Club,Semi-Private,1998,4,90,85.50%,2983,3342,"148 Hammers Glen Dr, Homer, Georgia 30547, Banks County",148 Hammers Glen Dr,Homer,Georgia,30547,148 Hammers Glen Dr,Homer,Georgia,GA,30547,34.3562446,-83.4882792,0.33,RANGE_INTERPOLATED
Reunion Country Club,Public,2001,4.2,524,89.80%,2984,3343,"5609 Grand Reunion Drive, Hoschton, GA 30548",5609 Grand Reunion Drive,Hoschton,Georgia,30548,5609 Grand Reunion Drive,Hoschton,Georgia,GA,30548,34.11334,-83.862765,1,rooftop
Holiday Hills Golf Course,Private,1967,,,0%,2985,3344,"100 Country Club Rd, Ivey, Georgia 31031, Wilkinson County",100 Country Club Rd,Ivey,Georgia,31031,100 Country Club Rd,Ivey,Georgia,GA,31031,32.9217493,-83.3141413,0.9,ROOFTOP
