Club ID,Formatted Address,Address,Lat,Lng,Precisions
3847,"5 N 748 Burr Rd, Saint Charles, Illinois, 60175","5N748 Burr Rd, St. Charles, IL 60175, USA",41.9509171,-88.3653882,ROOFTOP
3852,"2100 Suydam Rd, Sandwich, Illinois, 60548","2100 Suydam Rd, Sandwich, IL 60548, USA",41.6519157,-88.649545,ROOFTOP
3853,"18280 Illinois Route 84, Savanna, Illinois, 61074","18280 IL-84, Savanna, IL 61074, USA",42.168368,-90.197386,ROOFTOP
3858,"Bldg 1192 S Dr, Scott AFB, Illinois, 62225","1192 South Dr, Scott AFB, IL 62225, USA",38.5326323,-89.844315,RANGE_INTERPOLATED
3859,"2203 County Road 600N, Secor, Illinois, 61771","2203 County Rd 600 N, Carlock, IL 61725, USA",40.6767473,-89.1185996,ROOFTOP
3860,"603 E. Preserve Rd., Shabbona, Illinois, 60550","603 Preserve Rd, Shabbona, IL 60550, USA",41.7601406,-88.8649205,ROOFTOP
3861,"12985-645 E St, Sheffield, Illinois, 61361","12985 645 E St, Buda, IL 61314, USA",41.3398918,-89.7286695,RANGE_INTERPOLATED
3864,"1057 Fairway Lane, Sherrard, Illinois, 61281","1057 Fairway Ln, Sherrard, IL 61281, USA",41.3051482,-90.4980222,ROOFTOP
3865,"3100 Heather Knoll, Silvis, Illinois, 61282","3100 Heather Knoll, Colona, IL 61241, USA",41.4773617,-90.3922358,ROOFTOP
3869,"286 Golf Course Rd, Spring Valley, Illinois, 61362","286 Spring Creek Drive, 80 Exit 70 South I, Spring Valley, IL 61362, USA",41.362984,-89.191753,ROOFTOP
3870,"2900 Clear Lake Ave, Springfield, Illinois, 62703","2900 E Clear Lake Ave, Springfield, IL 62703, USA",39.8019956,-89.6127012,RANGE_INTERPOLATED
3871,"5350 Old Jacksonville Rd, Springfield, Illinois, 62707","5350 Old Jacksonville Rd, Springfield, IL 62711, USA",39.7848282,-89.7507669,ROOFTOP
3873,"1601 S Illinois Rd, Springfield, Illinois, 62704","1601 S Illinois St, Springfield, IL 62704, USA",39.7919169,-89.6715882,RANGE_INTERPOLATED
3874,"700 E Lake Dr, Springfield, Illinois, 62707","700 E Lake Shore Dr, Springfield, IL 62712, USA",39.7435195,-89.5871168,RANGE_INTERPOLATED
3875,"1055 W Camp Sagamon Rd, Springfield, Illinois, 62702","1055 W Camp Sangamo Rd, Springfield, IL 62707, USA",39.8608182,-89.6743109,ROOFTOP
3877,"3001 Panther Creek Dr, Springfield, Illinois, 62707","3001 Panther Creek Dr, Springfield, IL 62711, USA",39.7293904,-89.7118949,ROOFTOP
3879,"7112 Piper Glen Dr, Springfield, Illinois, 62707","7112 Piper Glen Dr, Springfield, IL 62711, USA",39.6964731,-89.7002196,ROOFTOP
3885,"3500 E Center Rd, Stockton, Illinois, 61085","3500 E Center Rd, Stockton, IL 61085, USA",42.3355642,-90.1473023,ROOFTOP
3888,"2000 Eastwood Ave, Streator, Illinois, 61364","2000 Eastwood Ave, Streator, IL 61364, USA",41.14659,-88.850078,ROOFTOP
3890,"1 Golfview Road, Sugar Grove, Illinois, 60554","Golf View Rd, Sugar Grove, IL 60554, USA",41.777262,-88.415884,GEOMETRIC_CENTER
3893,"957 CR 700E, Sullivan, Illinois, 61951","957 County Rd 700E, Sullivan, IL 61951, USA",39.54637,-88.676753,ROOFTOP
3895,"940 E State St, Sycamore, Illinois, 60178","940 E State St, Sycamore, IL 60178, USA",41.9829865,-88.6701559,ROOFTOP
3896,"6240 Route 154, Tamaroa, Illinois, 62888","6240 State Rte 154, Tamaroa, IL 62888, USA",38.08276,-89.3114902,RANGE_INTERPOLATED
3897,"1460 E 1000 N Rd, Taylorville, Illinois, 62568","1460 E 1000 North Rd, Taylorville, IL 62568, USA",39.4944247,-89.2541946,ROOFTOP
3898,"5020 Route 84, Thomson, Illinois, 61285","5020 IL-84, Thomson, IL 61285, USA",42.0045783,-90.1007456,ROOFTOP
3900,"9468 1725 East St, Tiskilwa, Illinois, 61368","9468 1725 E St, Tiskilwa, IL 61368, USA",41.283647,-89.5192372,ROOFTOP
3902,"2000 N Prairie, Tuscola, Illinois, 61953","2000 N Prairie St, Tuscola, IL 61953, USA",39.8166289,-88.2734318,RANGE_INTERPOLATED
3903,"25055 Western Ave, University Park, Illinois, 60466","25055 Western Ave, University Park, IL 60484, USA",41.4406127,-87.6704287,RANGE_INTERPOLATED
3904,"2600 Stone Creek Blvd, Urbana, Illinois, 61802","2600 S Stone Creek Blvd, Urbana, IL 61802, USA",40.0878951,-88.1694619,ROOFTOP
3905,"100 Country Club Rd, Urbana, Illinois, 61801","100 N Country Club Rd, Urbana, IL 61801, USA",40.133671,-88.212764,ROOFTOP
3909,"129 S Henson Rd, Villa Grove, Illinois, 61956","129 S Henson Rd, Villa Grove, IL 61956, USA",39.8581456,-88.151378,ROOFTOP
3912,"15212 Illinois Highway 92, Walnut, Illinois, 61376","15212 IL-92, Walnut, IL 61376, USA",41.5569033,-89.5659032,RANGE_INTERPOLATED
3916,"3933 Anne Rd, Waterloo, Illinois, 62298","3933 Anne Rd, Waterloo, IL 62298, USA",38.2675515,-90.243598,RANGE_INTERPOLATED
3918,"643 Ridge Rd, Waterloo, Illinois, 62298","643 Ridge Rd, Waterloo, IL 62298, USA",38.344685,-90.130527,ROOFTOP
3919,"131 Country Club Ln, Waterloo, Illinois, 62298","131 Country Club Ln, Waterloo, IL 62298, USA",38.363852,-90.147475,ROOFTOP
3926,"2 Bluebird Trail, Westchester, Illinois, 60154","2 Bluebird Trail, Westchester, IL 60154, USA",41.833882,-87.9126946,ROOFTOP
3929,"27 W 270 Mack Rd, Wheaton, Illinois, 60187","27W270 Mack Rd, Wheaton, IL 60189, USA",41.8471272,-88.1552624,ROOFTOP
3930,"27 W 071 Mack Rd, Wheaton, Illinois, 60187","71 Mack Rd #27, Wheaton, IL 60189, USA",41.842337,-88.1686629,RANGE_INTERPOLATED
3931,"25W253 Warrenville Rd, Wheaton, Illinois, 60187","25W253 Warrenville Rd, Wheaton, IL 60189, USA",41.8495395,-88.1156664,ROOFTOP
3932,"26W151 Butterfield Rd, Wheaton, Illinois, 60187","26W596 Butterfield Rd, Wheaton, IL 60189, USA",41.8318599,-88.1462558,ROOFTOP
3934,"12476 Golf Course Dr, Whittington, Illinois, 62897","12476 Golf Course Dr, Whittington, IL 62897, USA",38.0779383,-88.9248287,ROOFTOP
3937,"24801 Lakepoint Dr, Wilmington, Illinois, 60481","24801 Lakepoint Dr, Wilmington, IL 60481, USA",41.3059039,-88.2144343,ROOFTOP
3939,"3 Miles South of Windsor, Windsor, Illinois, 61957","Windsor, IL 61957, USA",39.4408693,-88.5947802,APPROXIMATE
3940,"1 N 333 Pleasant Hill Rd, Winfield, Illinois, 60190","333 Pleasant Hill Rd #1, Wheaton, IL 60187, USA",41.8787569,-88.1359842,ROOFTOP
3944,"701 W Thorndale Ave, Wood Dale, Illinois, 60191","701 Thorndale Ave, Wood Dale, IL 60191, USA",41.9844751,-87.9750248,ROOFTOP
3945,"272 S Addison Rd, Wood Dale, Illinois, 60191","272 Addison Rd, Wood Dale, IL 60191, USA",41.9496105,-87.989744,ROOFTOP
3948,"1575 W 75th St, Woodridge, Illinois, 60517","1575 75th St, Woodridge, IL 60517, USA",41.7477618,-88.0255197,ROOFTOP
3960,"602 North shore Blvd, Anderson, Indiana, 46011","602 Northshore Blvd, Country Club Heights, IN 46011, USA",40.1231386,-85.686744,ROOFTOP
3964,"3429 S Madison Ave, Anderson, Indiana, 46013","3429 Madison Ave, Anderson, IN 46013, USA",40.0807593,-85.6929952,ROOFTOP
3967,"3333 Glendarin Way, Angola, Indiana, 46703","3333 Glendarin Way, Angola, IN 46703, USA",41.6776797,-84.9862107,ROOFTOP
3970,"1215 Park Ave, Angola, Indiana, 46703","1215 Park Ave, Angola, IN 46703, USA",41.630344,-85.014321,ROOFTOP
3978,"1621 Tunnelton Rd, Bedford, Indiana, 47421","1621 Tunnelton Rd, Bedford, IN 47421, USA",38.8597476,-86.4619947,ROOFTOP
3979,"7001 Stone Crest Dr., Bedford, Indiana, 47421","7001 Stonecrest Dr, Bedford, IN 47421, USA",38.9828291,-86.5931682,ROOFTOP
3986,"4975 N State Road 37 Business, Bloomington, Indiana, 47404","4975 N State Rd 37 Business, Bloomington, IN 47404, USA",39.2200217,-86.5392975,ROOFTOP
3991,"1018 John Stelle Dr, Brazil, Indiana, 47834","1018 S John Steele Dr, Brazil, IN 47834, USA",39.513036,-87.1226399,ROOFTOP
3992,"9784 N County Road 300 E, Brazil, Indiana, 47834","9784 N County Rd 300 E, Brazil, IN 47834, USA",39.529329,-87.044678,ROOFTOP
3994,"1417 W Vistula St, Bristol, Indiana, 46507","1417 W Vistula St, Bristol, IN 46507, USA",41.7133589,-85.841196,ROOFTOP
3995,"56784 County Road 21, Bristol, Indiana, 46507","56784 Co Rd 21, Bristol, IN 46507, USA",41.6700495,-85.8513559,ROOFTOP
3996,"1417 W Vistula St, Bristol, Indiana, 46507","1417 W Vistula St, Bristol, IN 46507, USA",41.7133589,-85.841196,ROOFTOP
4007,"1001 Sand Creek Dr S, Chesterton, Indiana, 46304","1001 Sand Creek Dr, Chesterton, IN 46304, USA",41.6005831,-87.028852,ROOFTOP
4012,"13446 S Geneva, Clinton, Indiana, 47842","13446 S Geneva Hills Rd, Clinton, IN 47842, USA",39.688335,-87.431043,ROOFTOP
4013,"1647 N 7th St, Clinton, Indiana, 47842","1647 N 7th St, Clinton, IN 47842, USA",39.6765191,-87.4055181,RANGE_INTERPOLATED
4018,"1000 N. Gladstone Ave, Columbus, Indiana, 47201","1000 N Gladstone Ave, Columbus, IN 47201, USA",39.2086382,-85.8945131,RANGE_INTERPOLATED
4021,"3362 Fairlawn Dr, Columbus, Indiana, 47202","3362 Fairlawn Dr, Columbus, IN 47203, USA",39.2332043,-85.8712143,RANGE_INTERPOLATED
4031,"1048 N Lakeshore Dr, Crown Point, Indiana, 46307","1048 N Lakeshore Dr, Crown Point, IN 46307, USA",41.4132586,-87.2227093,ROOFTOP
4038,"1641 E Shore Dr, Culver, Indiana, 46511","1641 E Shore Dr, Culver, IN 46511, USA",41.2040191,-86.3886285,ROOFTOP
4039,"16880 20B Rd, Culver, Indiana, 46511","Culver, IN 46511, USA",41.22242,-86.413003,APPROXIMATE
4042,"411 E Howard St, Delphi, Indiana, 46923","411 Howard St, Delphi, IN 46923, USA",40.595479,-86.670932,ROOFTOP
4044,"140th St & Indianapolis Blvd, East Chicago, Indiana, 46312","E 140th St, East Chicago, IN 46312, USA",41.6408456,-87.442696,GEOMETRIC_CENTER
4045,"18921 N County Rd 150 E, Eaton, Indiana, 47338","18921 N Co Rd 150 E, Eaton, IN 47338, USA",40.3605858,-85.3602334,ROOFTOP
4046,"151 St Andrews Ave, Edinburgh, Indiana, 46124","151 St Andrews Ave, Edinburgh, IN 46124, USA",39.3537936,-85.9460631,ROOFTOP
4049,"24682 County Road 16, Elkhart, Indiana, 46516","24682 Co Rd 16, Elkhart, IN 46516, USA",41.674676,-85.939836,ROOFTOP
4055,"12255 Club Point Dr, Fishers, Indiana, 46038","12255 Club Point Dr, Fishers, IN 46037, USA",39.9453234,-85.9489332,ROOFTOP
4057,"10955 Fall Rd, Fishers, Indiana, 46038","10955 Fall Rd, Fishers, IN 46037, USA",39.948956,-85.9802575,GEOMETRIC_CENTER
4060,"4630 Arlington Park Blvd, Fort Wayne, Indiana, 46835","4630 W Arlington Park Blvd, Fort Wayne, IN 46835, USA",41.1251068,-85.034533,ROOFTOP
4065,"11502 Illinois Rd, Fort Wayne, Indiana, 46814","11502 Illinois Rd, Fort Wayne, IN 46814, USA",41.0764345,-85.2978034,ROOFTOP
4076,"7207 St Joe Rd, Fort Wayne, Indiana, 46835","7207 St Joe Rd, Fort Wayne, IN 46835, USA",41.1515504,-85.0909283,ROOFTOP
4077,"6401 St Joe Road, Fort Wayne, Indiana, 46835","6401 St Joe Rd, Fort Wayne, IN 46835, USA",41.1439359,-85.096704,ROOFTOP
4080,"775 North 700 West, Frankfort, Indiana, 46041","775 N Co Rd 700 W, Frankfort, IN 46041, USA",40.297726,-86.632212,ROOFTOP
4081,"50 Golf Trail, Frankfort, Indiana, 46041","100 Golf Preserve Ln, Frankfort, IN 46041, USA",40.29413,-86.5067319,ROOFTOP
4082,"7265 State Rd 44 E, Franklin, Indiana, 46131","7265 IN-44, Franklin, IN 46131, USA",39.493412,-85.963086,ROOFTOP
4085,"102 State Highway 120 West, Fremont, Indiana, 46737","102 IN-120, Fremont, IN 46737, USA",41.7316453,-84.9926634,ROOFTOP
4087,"1082 Taggart Ln, French Lick, Indiana, 47469","The Pete Dye Mansion, 1082 Taggart Ln, West Baden Springs, IN 47469, USA",38.5733373,-86.636956,ROOFTOP
4104,"1630 W Park Rd, Greensburg, Indiana, 47240","1630 W Park Rd, Greensburg, IN 47240, USA",39.331508,-85.515456,ROOFTOP
4106,"6869 S State Road 3, Greensburg, Indiana, 47240","6869 S State Rd 3, Greensburg, IN 47240, USA",39.3084867,-85.5785195,RANGE_INTERPOLATED
4108,"2080 S State Road 135, Greenwood, Indiana, 46143","2080 S State Road 135, Greenwood, IN 46143, USA",39.5921698,-86.1671539,ROOFTOP
4116,"260 Lane 120 Hamilton Lk, Hamilton, Indiana, 46742","260 Ln 120 Hamilton Lake, Hamilton, IN 46742, USA",41.554696,-84.906075,ROOFTOP
4118,"901 129th St, Hammond, Indiana, 46320","901 129th St, Hammond, IN 46320, USA",41.6612346,-87.499451,RANGE_INTERPOLATED
4119,"1001 129th St, Hammond, Indiana, 46320","1001 129th St, Hammond, IN 46320, USA",41.6646176,-87.5020681,ROOFTOP
4132,"10291 N State Road 75, Jamestown, Indiana, 46147","10291 IN-75, Jamestown, IN 46147, USA",39.9110415,-86.6319795,ROOFTOP
4148,"3233 N State Road 39, La Porte, Indiana, 46350","3233 IN-39, La Porte, IN 46350, USA",41.6540939,-86.7350758,ROOFTOP
4163,"643 E 1200 No, Lewisville, Indiana, 47352","643 E 1200 N, Lewisville, IN 47352, USA",39.787302,-85.435352,ROOFTOP
4166,"9659 W SR 54, Linton, Indiana, 47441","9659 IN-54, Linton, IN 47441, USA",39.0327995,-87.1264318,ROOFTOP
4169,"20 Cedar Island Rd, Logansport, Indiana, 46947","20 Cedar Is, Logansport, IN 46947, USA",40.7553569,-86.267175,ROOFTOP
4177,"2225 N Largo Rd, Marion, Indiana, 46952","2225 N Lagro Rd, Marion, IN 46952, USA",40.5960463,-85.6650492,ROOFTOP
4180,"1970 E. Mapleturn Road, Martinsville, Indiana, 46151","1970 Maple Turn Rd, Martinsville, IN 46151, USA",39.4772237,-86.399231,ROOFTOP
4188,"57600 State Road #13 S, Middlebury, Indiana, 46540","57600 IN-13, Middlebury, IN 46540, USA",41.6599593,-85.7047507,ROOFTOP
4189,"8170 N County Rd 400 W, Middletown, Indiana, 47356","8170 N County Rd 400 W, Middletown, IN 47356, USA",40.0462069,-85.456731,ROOFTOP
4191,"488 Country Club Dr, Milan, Indiana, 47031","488 Country Club Dr, Milan, IN 47031, USA",39.1259251,-85.1124912,RANGE_INTERPOLATED
4197,"3267 NW Shafer Dr, Monticello, Indiana, 47960","3267 NW Shafer Dr, Monticello, IN 47960, USA",40.8035829,-86.7825205,ROOFTOP
4204,"4261 E County Road 700 S, Muncie, Indiana, 47302","E Co Rd 700 S, Monroe Township, IN 47302, USA",40.0909097,-85.3789347,GEOMETRIC_CENTER
4205,"909 N County Rd 500 W, Muncie, Indiana, 47304","909 N County Rd 500 W, Muncie, IN 47304, USA",40.2007679,-85.48394,ROOFTOP
4207,"1005 S Centennial Dr, Munster, Indiana, 46321","1005 S Centennial Dr, Munster, IN 46321, USA",41.5342316,-87.5062869,ROOFTOP
4208,"1300 N Oakland Ave, Nappanee, Indiana, 46550","1300 N Oakland Ave, Nappanee, IN 46550, USA",41.4508286,-85.9871429,ROOFTOP
4217,"11425 N Shelby 700 W, New Palestine, Indiana, 46163","N 700 W, New Palestine, IN 46163, USA",39.68488,-85.91373,GEOMETRIC_CENTER
4219,"1320 Old State Rd, New Salisbury, Indiana, 47161","1320 Old State Rd 64 NE, New Salisbury, IN 47161, USA",38.3113009,-86.0989675,ROOFTOP
4220,"1666 Old Plank Rd, Newburgh, Indiana, 47630","1666 Old Plank Rd, Newburgh, IN 47630, USA",38.0097202,-87.374327,ROOFTOP
4222,"701 Cicero Road, Noblesville, Indiana, 46060","701 Cicero Rd, Noblesville, IN 46060, USA",40.055464,-86.018824,ROOFTOP
4224,"8465 E 196th St, Noblesville, Indiana, 46060","8465 E 196th St, Noblesville, IN 46060, USA",40.0723787,-86.0215125,ROOFTOP
4225,"333 Regents Park Ln, Noblesville, Indiana, 46060","333 Regents Park Ln, Noblesville, IN 46062, USA",40.0886823,-86.0476228,ROOFTOP
4226,"3110 Westfield Rd, Noblesville, Indiana, 46060","3110 Westfield Rd, Westfield, IN 46074, USA",40.0434427,-86.1116192,RANGE_INTERPOLATED
4233,"Dorr Rd & US 933, Notre Dame, Indiana, 46556","Dorr Rd, Notre Dame, IN 46556, USA",41.7000908,-86.2472571,GEOMETRIC_CENTER
4234,"110 Warren Golf Crse, Notre Dame, Indiana, 46556","110, Warren Golf Course Clubhouse, Notre Dame, IN 46556, USA",41.7095902,-86.2225002,ROOFTOP
4240,"1863 S. Strawtown Pike, Peru, Indiana, 46970","1863 S Strawtown Pike, Peru, IN 46970, USA",40.7338291,-86.0633748,RANGE_INTERPOLATED
4249,"12939 4A Rd, Plymouth, Indiana, 46563","12939 4A Rd, Plymouth, IN 46563, USA",41.4126653,-86.3086165,ROOFTOP
4250,"12641 7B Rd, Plymouth, Indiana, 46563","12641 7B Rd, Plymouth, IN 46563, USA",41.3693343,-86.3030173,ROOFTOP
4253,"5385 S 1080 W, Rensselaer, Indiana, 47978","5385 S 1080 W, Rensselaer, IN 47978, USA",40.9314084,-87.2497797,ROOFTOP
4257,"777 Rising Star Dr, Rising Sun, Indiana, 47040","777 Rising Star Dr, Rising Sun, IN 47040, USA",38.95284,-84.8458691,ROOFTOP
4258,"16022 State Hwy 250, Rising Sun, Indiana, 47040","16022 IN-250, Rising Sun, IN 47040, USA",38.849858,-84.9138033,ROOFTOP
4265,"3544 E State Road 2, Rolling Prairie, Indiana, 46371","3544 IN-2, Rolling Prairie, IN 46371, USA",41.6567973,-86.6292196,ROOFTOP
4267,"9980 N CR 480 W, Rossville, Indiana, 46065","9980 N Co Rd 480 W, Rossville, IN 46065, USA",40.4314179,-86.5950714,RANGE_INTERPOLATED
4269,"12111 W 109th St, Saint John, Indiana, 46373","12111 W 109th Ave, St John, IN 46373, USA",41.4192451,-87.4862363,ROOFTOP
4277,"1350 W State Road 56, Scottsburg, Indiana, 47170","1350 IN-56, Scottsburg, IN 47170, USA",38.6853806,-85.8021703,RANGE_INTERPOLATED
4285,"6100 Nimtz Pkwy, South Bend, Indiana, 46628","6100 Nimtz Pkwy, South Bend, IN 46628, USA",41.7212015,-86.3337618,ROOFTOP
4294,"6599 S. Hidden Hills Dr., Springville, Indiana, 47462","6599 Hidden Hills Dr, Owensburg, IN 47453, USA",38.924794,-86.7246463,ROOFTOP
4299,"5721 E Elkhart County Line Rd, Syracuse, Indiana, 46567","5721 E, Line Road, Syracuse, IN 46567, USA",41.4348722,-85.7310855,GEOMETRIC_CENTER
4308,"3350 N 4th St, Terre Haute, Indiana, 47804","3350 N 4th St, Terre Haute, IN 47804, USA",39.5084626,-87.412063,ROOFTOP
4311,"4849 County Rd 450 W, Trafalgar, Indiana, 46181","4849 S 450 W, Trafalgar, IN 46181, USA",39.4032608,-86.1863442,ROOFTOP
4320,"32280 State Route 4, Walkerton, Indiana, 46574","32280 IN-4, Walkerton, IN 46574, USA",41.5391648,-86.4908569,ROOFTOP
4321,"6272 E County Road 650 S, Walton, Indiana, 46994","6272 E Co Rd 650 S, Walton, IN 46994, USA",40.6710588,-86.2540644,RANGE_INTERPOLATED
4328,"1300 Cherry Ln, West Lafayette, Indiana, 47907","Ollman (Melvin L.) Golfcart Barn, 1300 Cherry Ln, West Lafayette, IN 47907, USA",40.4400157,-86.9271268,ROOFTOP
4331,"1300 Cherry Ln, West Lafayette, Indiana, 47907","Ollman (Melvin L.) Golfcart Barn, 1300 Cherry Ln, West Lafayette, IN 47907, USA",40.4400157,-86.9271268,ROOFTOP
4342,"10799 E County Rd 550 S, Zionsville, Indiana, 46077","10799 Templin Rd, Zionsville, IN 46077, USA",39.9622445,-86.2598842,RANGE_INTERPOLATED
4344,"1811 Hwy 92, Ackworth, Iowa, 50001","1811 IA-92, Ackworth, IA 50001, USA",41.3696849,-93.4606427,RANGE_INTERPOLATED
4347,"1857 Golf Club Dr, Afton, Iowa, 50830","1857 Golf Club Dr, Afton, IA 50830, USA",41.033184,-94.2051907,ROOFTOP
4349,"300 Country Club Ln, Albia, Iowa, 52531","Country Club Ln, Albia, IA 52531, USA",41.0266019,-92.7855186,GEOMETRIC_CENTER
4350,"400 Country Club Rd, Algona, Iowa, 50511","400 Country Club Rd, Algona, IA 50511, USA",43.0760437,-94.2528807,ROOFTOP
4356,"451 27th Ave, Amana, Iowa, 52203","451 U Ave, Amana, IA 52203, USA",41.8085369,-91.9049528,ROOFTOP
4357,"5725 George Washington Carver Ave, Ames, Iowa, 50010","5725 George Washington Carver Ave, Ames, IA 50010, USA",42.0733549,-93.6605902,RANGE_INTERPOLATED
4360,"2916 Veenker Dr, Ames, Iowa, 50011","Veenker Clubhouse, 2916 Veenker Dr, Ames, IA 50011, USA",42.0413047,-93.6503039,ROOFTOP
4362,"21309 County Road E34, Anamosa, Iowa, 52205","21309 Co Rd E34, Anamosa, IA 52205, USA",42.0967244,-91.2869422,ROOFTOP
4364,"314 SW Irvinedale Dr, Ankeny, Iowa, 50021","314 SW Irvinedale Dr, Ankeny, IA 50023, USA",41.727308,-93.64326,ROOFTOP
4367,"1525 NW 36th St, Ankeny, Iowa, 50021","1525 NW 36th St, Ankeny, IA 50023, USA",41.7614247,-93.6376511,RANGE_INTERPOLATED
4368,"2236 Highway 31, Anthon, Iowa, 51004","2236 IA-31, Anthon, IA 51004, USA",42.3800667,-95.8690255,ROOFTOP
4369,"1311 Parriott St, Aplington, Iowa, 50604","1311 Parriott St, Aplington, IA 50604, USA",42.583703,-92.8893888,RANGE_INTERPOLATED
4391,"600 Oak St, Brunsville, Iowa, 51008","600 Oak St, Brunsville, IA 51008, USA",42.8098552,-96.2640744,ROOFTOP
4396,"1594 Hwy 30, Calamus, Iowa, 52729","1594 Lincoln Hwy, Calamus, IA 52729, USA",41.8294026,-90.7818234,RANGE_INTERPOLATED
4399,"2266 NW St, Carroll, Iowa, 51401","2266 N West St, Carroll, IA 51401, USA",42.084738,-94.863403,ROOFTOP
4401,"21655 Highway 151, Cascade, Iowa, 52033","21655 US-151, Cascade, IA 52033, USA",42.3226244,-90.9112015,ROOFTOP
4405,"550 27th St SE, Cedar Rapids, Iowa, 52402","550 27th St Dr SE, Cedar Rapids, IA 52403, USA",42.0027602,-91.6276207,ROOFTOP
4407,"1 Zach Johnson Dr, Cedar Rapids, Iowa, 52402","1 Zach Johnson Dr N E, Cedar Rapids, IA 52402, USA",42.0163319,-91.6498843,ROOFTOP
4411,"4761 Rolling Acres Rd, Center Point, Iowa, 52341","4761 Rolling Acres Rd, Center Point, IA 52213, USA",42.2100409,-91.805006,ROOFTOP
4412,"1998 Quail Ave, Centerville, Iowa, 52544","Centerville, IA 52544, USA",40.7290565,-92.8738196,APPROXIMATE
4413,"24256 Hwy 5 South, Centerville, Iowa, 52544","24256 IA-5, Centerville, IA 52544, USA",40.692306,-92.8667118,ROOFTOP
4424,"24749 Canoe Rd, Clermont, Iowa, 52135","24749 Canoe Rd, Clermont, IA 52135, USA",42.9908361,-91.6556874,ROOFTOP
4428,"405 Country Club Blvd, Colesburg, Iowa, 52035","405 Country Club Blvd, Colesburg, IA 52035, USA",42.6351557,-91.1994456,ROOFTOP
4433,"731 S. 5th Ave., Coon Rapids, Iowa, 50058","731 S 5th Ave, Coon Rapids, IA 50058, USA",41.8672753,-94.6749627,ROOFTOP
4443,"22005 115th St, Cresco, Iowa, 52136","22005 115th St, Cresco, IA 52136, USA",43.3497684,-92.1395,RANGE_INTERPOLATED
4444,"1801 W Townline St, Creston, Iowa, 50801","1801 W Townline St, Creston, IA 50801, USA",41.0738698,-94.3874023,ROOFTOP
4448,"4500 W Central Park Ave, Davenport, Iowa, 52804","4500 W Central Park Ave, Davenport, IA 52804, USA",41.5451615,-90.6409669,ROOFTOP
4450,"105 Oak Park Drive, Dayton, Iowa, 50530","Oak Park Golf & Recreation, 105 Oak Park Rd, Dayton, IA 50530, USA",42.2559342,-94.0687897,ROOFTOP
4455,"2122 17th Ave, DeWitt, Iowa, 52742","2122 17th Ave, DeWitt, IA 52742, USA",41.838556,-90.5557617,ROOFTOP
4456,"355 Country Club Ln, Dike, Iowa, 50624","355 Country Club Ln, Dike, IA 50624, USA",42.4668334,-92.6119232,ROOFTOP
4457,"913 Fruit St, Donnellson, Iowa, 52625","913 Fruit St, Donnellson, IA 52625, USA",40.6454242,-91.5703198,RANGE_INTERPOLATED
4462,"6525 Clover Ln, Dubuque, Iowa, 52002","6525 Clover Ln, Dubuque, IA 52002, USA",42.5139045,-90.7960035,ROOFTOP
4467,"1614 Hwy V-37, Dysart, Iowa, 52224","1614 Co Hwy V37, Dysart, IA 52224, USA",42.2087489,-92.3017164,ROOFTOP
4469,"504 W Union St, Edgewood, Iowa, 52044","504 W Union St, Edgewood, IA 52042, USA",42.644124,-91.4069453,ROOFTOP
4471,"1151 E Iowa St, Eldridge, Iowa, 52748","1151 E Iowa St, Eldridge, IA 52748, USA",41.6506342,-90.56919,ROOFTOP
4481,"9684 146th Street, Fayette, Iowa, 52142","9684 146th St, Fayette, IA 52142, USA",42.844686,-91.780164,ROOFTOP
4497,"20498 Floyd Line St, Greene, Iowa, 50636","20498 Floyd Line St, Greene, IA 50636, USA",42.9056957,-92.8177263,ROOFTOP
4510,"1243 1600 St, Harlan, Iowa, 51537","Harlan, IA 51537, USA",41.653044,-95.3255541,APPROXIMATE
4513,"801 S 1st Ave, Hinton, Iowa, 51024","801 1st Ave N, Hinton, IA 51024, USA",42.6213228,-96.3000144,GEOMETRIC_CENTER
4528,"4390 SE Sand Rd, Iowa City, Iowa, 52240","4390 Sand Rd SE, Iowa City, IA 52240, USA",41.6137883,-91.5214061,ROOFTOP
4531,"3249 Golf Course Ln, Jackson Junction, Iowa, 52150","3249 Co Rd V64, Waucoma, IA 52171, USA",43.11263,-92.039282,ROOFTOP
4541,"2010 Keokuk Washington Rd, Keota, Iowa, 52248","2010 Keokuk-Washington Rd, Keota, IA 52248, USA",41.3639768,-91.9462132,RANGE_INTERPOLATED
4543,"800 1St St, Klemme, Iowa, 50449","800 S 1st St, Klemme, IA 50449, USA",42.9983772,-93.6027292,ROOFTOP
4551,"1415 Grand Falls Blvd, Larchwood, Iowa, 51241","1415 Grand Falls Blvd, Larchwood, IA 51241, USA",43.4985441,-96.5031434,ROOFTOP
4556,"408 35th Street, Le Claire, Iowa, 52753","408 SW 35th St, Le Claire, IA 52753, USA",41.5934589,-90.3917955,ROOFTOP
4557,"935 Park Ln, Le Mars, Iowa, 51031","935 Park Ln, Le Mars, IA 51031, USA",42.8004137,-96.1500597,ROOFTOP
4558,"100 Country Club Drive, Lenox, Iowa, 50851","100 Country Club Dr, Lenox, IA 50851, USA",40.8968909,-94.5527412,ROOFTOP
4571,"3535 Hwy 141 W, Manning, Iowa, 51455","3535 IA-141, Manning, IA 51455, USA",41.9050077,-95.182144,ROOFTOP
