Address,Course ID
"Catta Verdera Country Club, Lincoln, CA",1142
"The Lincoln Hills Golf Club - Hills Course, Lincoln, CA",1143
"The Lincoln Hills Golf Club - Orchard Course, Lincoln, CA",1144
"Turkey Creek Golf Club, Lincoln, CA",1145
"Lindsay Municipal Golf Course, Lindsay, CA",1146
"Little River Inn Golf & Tennis Club, Little River, CA",1147
"Chardonnay/Zinfandel at Poppy Ridge Golf Course, Livermore, CA",1148
"Executive at Las Positas Golf Course, Livermore, CA",1149
"Merlot/Chardonnay at Poppy Ridge Golf Course, Livermore, CA",1150
"Regulation at Las Positas Golf Course, Livermore, CA",1151
"The Course at Wente Vineyards, Livermore, CA",1152
"Zinfandel/Merlot at Poppy Ridge Golf Course, Livermore, CA",1153
"Crystalaire Country Club, Llano, CA",1154
"Adams Springs Golf Course, Loch Lomond, CA",1155
"Lockeford Springs Golf Course, Lodi, CA",1156
"Micke Grove Golf Links, Lodi, CA",1157
"La Purisima Golf Course, Lompoc, CA",1158
"The Mission Club, Lompoc, CA",1159
"Mt. Whitney Golf Club, Lone Pine, CA",1160
"Bixby Village Golf Course, Long Beach, CA",1161
"El Dorado Park Golf Club, Long Beach, CA",1162
"Heartwell Golf Course, Long Beach, CA",1163
"Recreation Park American Golf Club, Long Beach, CA",1164
"Recreation Park South, Long Beach, CA",1165
"Skylinks Golf Course, Long Beach, CA",1166
"Virginia Country Club, Long Beach, CA",1167
"Indian Creek Country Club, Loomis, CA",1168
"Los Altos Golf & Country Club, Los Altos, CA",1169
"La Rinconada Country Club, Los Gatos, CA",1170
"Sea Pines Golf Resort, Los Osos, CA",1171
"Dragonfly Golf Club, Madera, CA",1172
"Madera Golf & Country Club, Madera, CA",1173
"Madera Municipal Golf Course, Madera, CA",1174
"Sierra Star Golf Club, Mammoth Lakes, CA",1175
"Snowcreek Golf Course, Mammoth Lakes, CA",1176
"Westdrift Manhattan Beach Golf Club, Manhattan Beach, CA",1177
"French Camp Golf Course, Manteca, CA",1178
"Manteca Park Golf Course, Manteca, CA",1179
"Peach Tree Golf & Country Club, Marysville, CA",1180
"Plumas Lake Golf & Country Club, Marysville, CA",1181
"Mather Golf Course, Mather, CA",1182
"McCloud Golf Club, McCloud, CA",1183
"Beau Pre Golf Club, McKinleyville, CA",1184
"Winchester Country Club, Meadow Vista, CA",1185
"Menifee Lakes Country Club - The Lakes Golf Course, Menifee, CA",1186
"Menifee Lakes Country Club - The Palms Golf Course, Menifee, CA",1187
"Sharon Heights Golf & Country Club, Menlo Park, CA",1188
"Merced Golf & Country Club, Merced, CA",1189
"Langtry Farms Golf Club, Middletown, CA",1190
"Mill Valley Golf Course, Mill Valley, CA",1191
"Green Hills Country Club, Millbrae, CA",1192
"Spring Valley Golf Course, Milpitas, CA",1193
"Summitpointe Golf Course, Milpitas, CA",1194
"Goose Creek Golf Club, Mira Loma, CA",1195
"Arroyo Trabuco Golf Club, Mission Viejo, CA",1196
"Casta del Sol Golf Course, Mission Viejo, CA",1197
"Mission Viejo Country Club, Mission Viejo, CA",1198
"Bluff/River at Del Rio Country Club, Modesto, CA",1199
"Creekside Golf Course, Modesto, CA",1200
"Dryden Park Golf Course, Modesto, CA",1201
"Modesto Municipal Golf Course, Modesto, CA",1202
"Oak/Bluff at Del Rio Country Club, Modesto, CA",1203
"River/Oak at Del Rio Country Club, Modesto, CA",1204
"St. Stanislaus Golf Course, Modesto, CA",1205
"Shasta Valley Golf Club, Montague, CA",1206
"Northwood Golf Club, Monte Rio, CA",1207
"Montebello Country Club, Montebello, CA",1208
"Del Monte Golf Course, Monterey, CA",1209
"Laguna Seca Golf Club, Monterey, CA",1210
"Monterey Pines Golf Club, Monterey, CA",1211
"Nicklaus Club-Monterey, Monterey, CA",1212
"Monterey Park Golf Course, Monterey Park, CA",1213
"Moorpark Country Club - The Canyon Crest Golf Course, Moorpark, CA",1214
"Moorpark Country Club - The Creekside Golf Course, Moorpark, CA",1215
"Moorpark Country Club - The Ridgeline Golf Course, Moorpark, CA",1216
"Rustic Canyon Golf Course, Moorpark, CA",1217
"Tierra Rejada Golf Club, Moorpark, CA",1218
"Moraga Country Club, Moraga, CA",1219
"Cottonwood Golf Course, Moreno Valley, CA",1220
"Rancho Del Sol Golf Club, Moreno Valley, CA",1221
"Coyote Creek Golf Club - The Tournament Course, Morgan Hill, CA",1222
"Coyote Creek Golf Club - The Valley Course, Morgan Hill, CA",1223
"The Institute LLC, Morgan Hill, CA",1224
"Morro Bay Golf Course, Morro Bay, CA",1225
"Mount Shasta Resort, Mount Shasta, CA",1226
"Shoreline Golf Links at Mountain View, Mountain View, CA",1227
"Forest Meadows Golf Course, Murphys, CA",1228
"Bear Creek Golf & Country Club, Murrieta, CA",1229
"California Oaks Golf Course, Murrieta, CA",1230
"The Golf Club at Rancho California, Murrieta, CA",1231
"Eagle Vines Golf Club, American Canyon, CA",1232
"Napa Golf Course at Kennedy Park, Napa, CA",1233
"Napa Valley Country Club, Napa, CA",1234
"Silverado Resort & Spa - North Course, Napa, CA",1235
"Silverado Resort & Spa - South Course, Napa, CA",1236
"Vineyard Knolls Golf Club, Napa, CA",1237
"National City Golf Course, National City, CA",1238
"Rivers Edge Golf Course, Needles, CA",1239
"Friendly Valley Golf Course, Newhall, CA",1240
"Back Bay Golf Course, The, Newport Beach, CA",1241
"Big Canyon Country Club, Newport Beach, CA",1242
"Newport Beach Country Club, Newport Beach, CA",1243
"Newport Beach Golf Course, Newport Beach, CA",1244
"The Ocean North at Pelican Hill Golf Club, Newport Coast, CA",1245
"The Ocean South at Pelican Hill Golf Club, Newport Coast, CA",1246
"River Oaks Golf Club, Nicolaus, CA",1247
"Lakes/Canyon at Blacklake Golf Course, Nipomo, CA",1248
"Lakes/Oaks at Blacklake Golf Course, Nipomo, CA",1249
"Monarch Dunes Golf Club - The Challenge Course, Nipomo, CA",1250
"Monarch Dunes Golf Club - The Old Course, Nipomo, CA",1251
"Oaks/Canyon at Blacklake Golf Course, Nipomo, CA",1252
"Hidden Valley Golf Club, Norco, CA",1253
"Mission Hills Golf Course, North Hills, CA",1254
"Porter Valley Country Club, Northridge, CA",1255
"Don Knabe Golf Center & Junior Academy, Norwalk, CA",1256
"Indian Valley Golf Club, Novato, CA",1257
"Marin Country Club, Novato, CA",1258
"Stone Tree Golf Club, Novato, CA",1259
"Oakdale Golf & Country Club, Oakdale, CA",1260
"Claremont Country Club, Oakland, CA",1261
"Montclair Golf Course, Oakland, CA",1262
"Regulation at Lake Chabot Municipal Golf Course, Oakland, CA",1263
"Sequoyah Country Club, Oakland, CA",1264
"Short at Lake Chabot Municipal Golf Course, Oakland, CA",1265
"The Metropolitan Golf Links, Oakland, CA",1266
"Arrowood Golf Course, Oceanside, CA",1267
"El Camino Country Club, Oceanside, CA",1268
"Emerald Isle Golf Course, Oceanside, CA",1269
"Goat Hill Park, Oceanside, CA",1270
"Ocean Hills Country Club, Oceanside, CA",1271
"Oceanside Golf Course, Oceanside, CA",1272
"Ojai Valley Inn & Spa, Ojai, CA",1273
"Soule Park Golf Club, Ojai, CA",1274
"The Links at Squaw Creek, Olympic Valley, CA",1275
"Whispering Lakes Golf Course, Ontario, CA",1276
"Orinda Country Club, Orinda, CA",1277
"Lake Oroville Golf & Country Club, Oroville, CA",1278
"Table Mountain Golf Club, Oroville, CA",1279
"River Ridge Golf Club - The Victoria Lakes Course, Oxnard, CA",1280
"River Ridge Golf Club - The Vineyard Course, Oxnard, CA",1281
"Pacific Grove Golf Links, Pacific Grove, CA",1282
"The Riviera Country Club, Pacific Palisades, CA",1283
"Sharp Park Golf Course, Pacifica, CA",1284
"Hansen Dam Golf Course, Pacoima, CA",1285
"Avondale Golf Club, Palm Desert, CA",1286
"Challenger at Palm Valley Country Club, Palm Desert, CA",1287
"Championship at Palm Valley Country Club, Palm Desert, CA",1288
"Chaparral Country Club, Palm Desert, CA",1289
"Desert Falls Country Club, Palm Desert, CA",1290
"East/South at Lakes Country Club, The, Palm Desert, CA",1291
"East/South at Monterey Country Club, Palm Desert, CA",1292
"East/West at Monterey Country Club, Palm Desert, CA",1293
"Firecliff at Desert Willow Golf Resort, Palm Desert, CA",1294
"Indian Ridge Country Club - Arroyo Course, Palm Desert, CA",1295
"Indian Ridge Country Club - Grove Course, Palm Desert, CA",1296
"Marrakesh Golf Club, Palm Desert, CA",1297
"Mountain View at Desert Willow Golf Resort, Palm Desert, CA",1298
"Mountain Vista Golf Club - San Gorgonio Course, Palm Desert, CA",1299
"Mountain Vista Golf Club - Santa Rosa Course, Palm Desert, CA",1300
"North at Ironwood Country Club, Palm Desert, CA",1301
"North/East at Lakes Country Club, The, Palm Desert, CA",1302
"Oasis Country Club, Palm Desert, CA",1303
"Palm Desert Country Club, Palm Desert, CA",1304
"Palm Desert Greens Country Club, Palm Desert, CA",1305
"Palm Desert Resort Country Club, Palm Desert, CA",1306
"Palms at Marriott's Desert Springs Resort, Palm Desert, CA",1307
"Portola Country Club, Palm Desert, CA",1308
"Santa Rosa Country Club, Palm Desert, CA",1309
"Shadow Mountain Golf Club, Palm Desert, CA",1310
"Shadow Ridge Golf Club, Palm Desert, CA",1311
"South at Ironwood Country Club, Palm Desert, CA",1312
"South/North at Lakes Country Club, The, Palm Desert, CA",1313
"South/West at Monterey Country Club, Palm Desert, CA",1314
"Stone Eagle Golf Club, Palm Desert, CA",1315
"Suncrest Country Club, Palm Desert, CA",1316
"The Canyons at Bighorn Golf Club, Palm Desert, CA",1317
"The Classic Club, Palm Desert, CA",1318
"The Golf Center at Palm Desert, Palm Desert, CA",1319
"The Mountains at Bighorn Golf Club, Palm Desert, CA",1320
"Valley at Marriott's Desert Springs Resort, Palm Desert, CA",1321
"Woodhaven Country Club, Palm Desert, CA",1322
"Antelope Valley Country Club, Palmdale, CA",1323
"Desert Aire Golf Course, Palmdale, CA",1324
"Rancho Vista Golf Course, Palmdale, CA",1325
"Baylands Golf Links, Palo Alto, CA",1326
"Palo Alto Hills Golf & Country Club, Palo Alto, CA",1327
"Stanford Golf Club, The, Palo Alto, CA",1328
"Grape Ranch Golf Club, Palo Cedro, CA",1329
"Palos Verdes Golf Club, Palos Verdes Estates, CA",1330
"Lava Creek Golf Course, Paradise, CA",1331
"Tuscan Ridge Golf Club, Paradise, CA",1332
"Annandale Golf Course, Pasadena, CA",1333
"Eaton Canyon Golf Course, Pasadena, CA",1334
"Number One at Brookside Golf Club, Pasadena, CA",1335
"Number Two at Brookside Golf Club, Pasadena, CA",1336
"Hunter Ranch Golf Course, Paso Robles, CA",1337
"Links Course at Paso Robles, Paso Robles, CA",1338
"Paso Robles Golf Club, Paso Robles, CA",1339
"River Oaks Golf Course, Paso Robles, CA",1340
"Pauma Valley Country Club, Pauma Valley, CA",1341
"Cypress Point Club, Pebble Beach, CA",1342
"Dunes at Monterey Peninsula Country Club, Pebble Beach, CA",1343
"Pebble Beach Golf Links at Pebble Beach Resorts, Pebble Beach, CA",1344
"Peter Hay Par Three at Pebble Beach Golf Links, Pebble Beach, CA",1345
"Poppy Hills Golf Course, Pebble Beach, CA",1346
"Shore at Monterey Peninsula Country Club, Pebble Beach, CA",1347
"Spyglass Hill Golf Course, Pebble Beach, CA",1348
"The Links at Spanish Bay, Pebble Beach, CA",1349
"Lake Wildwood Golf Course, Penn Valley, CA",1350
"Petaluma Golf & Country Club, Petaluma, CA",1351
"Rooster Run Golf Club, Petaluma, CA",1352
"Pico Rivera Municipal Golf Course, Pico Rivera, CA",1353
"Pine Mountain Golf Club, Pine Mountain Club, CA",1354
"Mace Meadow Golf & Country Club, Pioneer, CA",1355
"Delta View Golf Course, Pittsburg, CA",1356
"Alta Vista Country Club, Placentia, CA",1357
"Cold Springs Golf & Country Club, Placerville, CA",1358
"Contra Costa Country Club, Pleasant Hill, CA",1359
"Callippe Preserve Golf Course, Pleasanton, CA",1360
"Hill at Castlewood Country Club, Pleasanton, CA",1361
"Pleasanton Golf Center, Pleasanton, CA",1362
"Ruby Hill Golf Club, Pleasanton, CA",1363
"Valley at Castlewood Country Club, Pleasanton, CA",1364
"Mountain Meadows Golf Course, Pomona, CA",1365
"Seabee Golf Club of Port Hueneme, Port Hueneme, CA",1366
"Porterville Municipal Golf Course, Porterville, CA",1367
"River Island Country Club, Porterville, CA",1368
"Grizzly Ranch Golf Club, Portola, CA",1369
"Maderas Golf Club, Poway, CA",1370
"Mt. Woodson Golf Club, Ramona, CA",1371
"San Vicente Golf Resort, Ramona, CA",1372
"Red Hill Country Club, Rancho Cucamonga, CA",1373
"Arnold Palmer at Mission Hills Country Club, Rancho Mirage, CA",1374
"Dinah Shore Tournament at Mission Hills Country Club, Rancho Mirage, CA",1375
"Omni Rancho Las Palmas Resort - North/South, Rancho Mirage, CA",1376
"Omni Rancho Las Palmas Resort - South/West, Rancho Mirage, CA",1377
"Omni Rancho Las Palmas Resort - West/North, Rancho Mirage, CA",1378
"Pete Dye Challenge at Mission Hills Country Club, Rancho Mirage, CA",1379
"Porcupine Creek Golf Club, Rancho Mirage, CA",1380
"Rancho Mirage Country Club, Rancho Mirage, CA",1381
"Springs Club, The, Rancho Mirage, CA",1382
"Sunnylands Golf Course, Rancho Mirage, CA",1383
"Sunrise Country Club, Rancho Mirage, CA",1384
"Tamarisk Country Club, Rancho Mirage, CA",1385
"The Club at Morningside, Rancho Mirage, CA",1386
"The Sinatra Resort & Country Club, Rancho Mirage, CA",1387
"Thunderbird Country Club, Rancho Mirage, CA",1388
"Westin Mission Hills Golf Resort & Spa - Gary Player Signature Course, Rancho Mirage, CA",1389
"Westin Mission Hills Golf Resort & Spa - Pete Dye Resort Course, Rancho Mirage, CA",1390
"North at Rancho Murieta Country Club, Rancho Murieta, CA",1391
"South at Rancho Murieta Country Club, Rancho Murieta, CA",1392
"Los Verdes Golf Course, Rancho Palos Verdes, CA",1393
"The Links at Terranea, Rancho Palos Verdes, CA",1394
"Trump National Golf Club, Rancho Palos Verdes, CA",1395
"Tijeras Creek Golf Club, Rancho Santa Margarita, CA",1396
"Oak Creek Golf Course, Red Bluff, CA",1397
"Wilcox Oaks Golf Club, Red Bluff, CA",1398
"Allen's Golf Course, Redding, CA",1399
"Anderson Tucker Oaks Golf Course, Redding, CA",1400
"Churn Creek Golf Course, Redding, CA",1401
"Gold Hills Country Club, Redding, CA",1402
"Golf Club Tierra Oaks, The, Redding, CA",1403
"Lake Redding Golf Course, Redding, CA",1404
"River Tasalmi Golf Course, Redding, CA",1405
"Riverview Golf & Country Club, Redding, CA",1406
"Redlands Country Club, Redlands, CA",1407
"Emerald Hills Golf Course, Redwood City, CA",1408
"Richmond Country Club, Richmond, CA",1409
"China Lake Golf Course, Ridgecrest, CA",1410
"Rio Vista Golf Club, Rio Vista, CA",1411
"Jack Tone Golf, Ripon, CA",1412
"Spring Creek Golf Course & Country Club, Ripon, CA",1413
"Canyon Crest Country Club, Riverside, CA",1414
"Fairmont Park Golf Course & Country Club, Riverside, CA",1415
"General Old Golf Course, Reserve Base, CA",1416
"Indian Hills Golf Club, Riverside, CA",1417
"Jurupa Hills Country Club, Riverside, CA",1418
"Oak Quarry Golf Club, Riverside, CA",1419
"Paradise Knolls, Riverside, CA",1420
"Van Buren Golf Center, Riverside, CA",1421
"Victoria Club, Riverside, CA",1422
"Whitney Oaks Golf Club, Rocklin, CA",1423
"Foxtail Golf Club - North Course, Rohnert Park, CA",1424
"Foxtail Golf Club - South Course, Rohnert Park, CA",1425
"Rolling Hills Country Club, Rolling Hills Estates, CA",1426
"Whittier Narrows Golf Course - Mountain/River, Rosemead, CA",1427
"Whittier Narrows Golf Course - Pine/Mountain, Rosemead, CA",1428
"Whittier Narrows Golf Course - River/Pine, Rosemead, CA",1429
"Diamond Oaks Municipal Golf Course, Roseville, CA",1430
"Morgan Creek Golf and Country Club, Roseville, CA",1431
"Sierra View Country Club, Roseville, CA",1432
"Timber Creek Golf Course - Lakes/Oaks, Roseville, CA",1433
"Timber Creek Golf Course - Sierra Pines, Roseville, CA",1434
"Woodcreek Golf Club, Roseville, CA",1435
"Pajaro Valley Golf Club, Royal Oaks, CA",1436
"Meadowood Resort Hotel, Saint Helena, CA",1437
"Corral de Tierra Country Club, Salinas, CA",1438
"Salinas Fairways Golf Course, Salinas, CA",1439
"The Club at Crazy Horse Ranch, Salinas, CA",1440
"Twin Creeks Golf Course, Salinas, CA",1441
"Arrowhead Country Club, San Bernardino, CA",1442
"Shandin Hills Golf Club, San Bernardino, CA",1443
"Bella Collina Towne & Golf Club - Carnoustie Course, San Clemente, CA",1444
"Bella Collina Towne & Golf Club - Muirfield Course, San Clemente, CA",1445
"Bella Collina Towne & Golf Club - Royal Lytham Course, San Clemente, CA",1446
"San Clemente Municipal Golf Course, San Clemente, CA",1447
"Shorecliffs Golf Club, San Clemente, CA",1448
"Talega Golf Club, San Clemente, CA",1449
"San Dimas Canyon Golf Course, San Dimas, CA",1450
"Via Verde Country Club, San Dimas, CA",1451
"San Gabriel Country Club, San Gabriel, CA",1452
"San Geronimo Golf Club, San Geronimo, CA",1453
"The Country Club at Soboba Springs, San Jacinto, CA",1454
"Marbella Country Club, San Juan Capistrano, CA",1455
"San Juan Hills Golf Club, San Juan Capistrano, CA",1456
"Monarch Bay Golf Club - Marina Course, San Leandro, CA",1457
"Monarch Bay Golf Club - Tony Lema Course, San Leandro, CA",1458
"Dairy Creek Golf Course, San Luis Obispo, CA",1459
"Laguna Lake Golf Course, San Luis Obispo, CA",1460
"San Luis Obispo Golf & Country Club, San Luis Obispo, CA",1461
"St. Mark Executive Golf Course, San Marcos, CA",1462
"Twin Oaks Golf Course, San Marcos, CA",1463
"CordeValle Golf Club, San Martin, CA",1464
"Peninsula Golf & Country Club, San Mateo, CA",1465
"Poplar Creek Golf Course, San Mateo, CA",1466
"Palos Verdes Shores Golf Club, San Pedro, CA",1467
"McInnis Park Golf Center, San Rafael, CA",1468
"Peacock Gap Golf Club, San Rafael, CA",1469
"Canyon Lakes Golf Course & Brewery, San Ramon, CA",1470
"San Ramon Golf Club, San Ramon, CA",1471
"The Bridges Golf Club, San Ramon, CA",1472
"Sherwood Forest Golf Course, Sanger, CA",1473
"River View Golf Course, Santa Ana, CA",1474
"Santa Ana Country Club, Santa Ana, CA",1475
"Willowick Golf Course, Santa Ana, CA",1476
"Birnam Wood Golf Club, Santa Barbara, CA",1477
"Hidden Oaks Country Club, Santa Barbara, CA",1478
"La Cumbre Country Club, Santa Barbara, CA",1479
"Montecito Country Club, Santa Barbara, CA",1480
"Rancho San Marcos Golf Course, Santa Barbara, CA",1481
"Sandpiper Golf Course, Santa Barbara, CA",1482
"Santa Barbara Golf Club, Santa Barbara, CA",1483
"Valley Club of Montecito, Santa Barbara, CA",1484
"Pruneridge Golf Course, Santa Clara, CA",1485
"Santa Clara Golf & Tennis Club, Santa Clara, CA",1486
"Sand Canyon Country Club, Santa Clarita, CA",1487
"DeLaveaga Golf Course & Lodge, Santa Cruz, CA",1488
"Pasatiempo Golf Club, Santa Cruz, CA",1489
"Rancho Maria Golf Club, Santa Maria, CA",1490
"Santa Maria Country Club, Santa Maria, CA",1491
"Forebay Golf Course, Santa Nella, CA",1492
"Santa Paula Community Golf Course, Santa Paula, CA",1493
"Bennett Valley Golf Course, Santa Rosa, CA",1494
"East at Oakmont Golf Club, Santa Rosa, CA",1495
"Fairgrounds Golf Center, Santa Rosa, CA",1496
"Fountaingrove Golf & Athletic Club, Santa Rosa, CA",1497
"Mayacama Golf Club, Santa Rosa, CA",1498
"Santa Rosa Golf & Country Club, Santa Rosa, CA",1499
"West at Oakmont Golf Club, Santa Rosa, CA",1500
"Carlton Oaks Lodge & Country Club, Santee, CA",1501
"Saratoga Country Club, Saratoga, CA",1502
"Valley Gardens Golf Course, Scotts Valley, CA",1503
"The Sea Ranch Golf Links, Sea Ranch, CA",1504
"Leisure World 3 Par Golf Course, Seal Beach, CA",1505
"Old Ranch Country Club, Seal Beach, CA",1506
"Black Horse at Bayonet/Black Horse Golf Course, Seaside, CA",1507
"The Bayonet at Bayonet/Black Horse Golf Course, Seaside, CA",1508
"Sebastopol Golf Course, Sebastopol, CA",1509
"Selma Valley Golf Course, Selma, CA",1510
"Simi Hills Golf Course, Simi Valley, CA",1511
"Sinaloa Golf Course, Simi Valley, CA",1512
"Wood Ranch Golf Club, Simi Valley, CA",1513
"Lomas Santa Fe Country Club, Solana Beach, CA",1514
"Lomas Santa Fe Executive Golf Course, Solana Beach, CA",1515
"Ranch Course at Alisal, Solvang, CA",1516
"River Course at Alisal, Solvang, CA",1517
"Saticoy Country Club, Somis, CA",1518
"Sonoma Golf Club, Sonoma, CA",1519
"Phoenix Lake Golf Course, Sonora, CA",1520
"Teleli Golf Club, Sonora, CA",1521
"South Gate Municipal Golf Course, South Gate, CA",1522
"Bijou Municipal Golf Course, South Lake Tahoe, CA",1523
"Lake Tahoe Golf Course, South Lake Tahoe, CA",1524
"Tahoe Paradise Golf Course, South Lake Tahoe, CA",1525
"Arroyo Seco Golf Course, South Pasadena, CA",1526
"California Golf Club of San Francisco, South San Francisco, CA",1527
"Brookside Country Club, Stockton, CA",1528
"Elkhorn Country Club, Stockton, CA",1529
"Oakmoore Golf Course, Stockton, CA",1530
"Stockton Golf & Country Club, Stockton, CA",1531
"Swenson Executive at Swenson Park Golf Course, Stockton, CA",1532
"Swenson Golf at Swenson Park Golf Course, Stockton, CA",1533
"The Reserve at Spanos Park, Stockton, CA",1534
"Venetian Gardens Golf Course, Stockton, CA",1535
"Weddington Golf and Tennis, Studio City, CA",1536
"Green Valley Golf Course, Suisun City, CA",1537
"California Golf & Art Country Club, Sun City, CA",1538
"Angeles National Golf Club, Sunland, CA",1539
"Moffett Field Golf Club, Sunnyvale, CA",1540
"Sunken Gardens Golf Course, Sunnyvale, CA",1541
"Sunnyvale Municipal Golf Course, Sunnyvale, CA",1542
"Diamond Mountain Golf Club, Susanville, CA",1543
"El Cariso Golf Course, Sylmar, CA",1544
"Buena Vista Golf Course, Taft, CA",1545
"Tahoe City Golf Course, Tahoe City, CA",1546
"Braemar Country Club - Masters Course, Tarzana, CA",1547
"Braemar Country Club - U.S. Open Course, Tarzana, CA",1548
"Braemar Country Club - Western Course, Tarzana, CA",1549
"El Caballero Country Club, Tarzana, CA",1550
"Oak Tree Country Club, Tehachapi, CA",1551
"Creek/Oaks at Temecula Creek Inn Golf Resort, Temecula, CA",1552
"CrossCreek Golf Club, Temecula, CA",1553
"Journey at Pechanga, Temecula, CA",1554
"Legends Golf Club, Temecula, CA",1555
"Oak/Stonehouse at Temecula Creek Inn Golf Resort, Temecula, CA",1556
"Redhawk Golf Club, Temecula, CA",1557
"Stonehouse/Creek at Temecula Creek Inn Golf Resort, Temecula, CA",1558
"Los Robles Greens Golf Course, Thousand Oaks, CA",1559
"Sherwood Country Club, Thousand Oaks, CA",1560
"Sunset Hills Country Club, Thousand Oaks, CA",1561
"Eighteen at Tri-Palm Country Club, Thousand Palms, CA",1562
"Ivey Ranch Country Club, Thousand Palms, CA",1563
"Par 3 at Tri-Palm Country Club, Thousand Palms, CA",1564
"New Horizons Golf Course, Torrance, CA",1565
"Sea Aire Park Golf Course, Torrance, CA",1566
"Old River Golf Course, Tracy, CA",1567
"Tracy Golf & Country Club, Tracy, CA",1568
"Pinnacle Hills Golf Course, Tres Pinos, CA",1569
"Trona Golf Course, Trona, CA",1570
"Tulare Golf Course, Tulare, CA",1571
"Indian Camp Golf Course, Tulelake, CA",1572
"Turlock Golf & Country Club, Turlock, CA",1573
"Tustin Ranch Golf Club, Tustin, CA",1574
"Twain Harte Golf Club, Twain Harte, CA",1575
"Desert Winds Golf Course, Twentynine Palms, CA",1576
"Roadrunner Dunes Golf Course, Twentynine Palms, CA",1577
"Ukiah Valley Golf Course, Ukiah, CA",1578
"Upland Hills Country Club, Upland, CA",1579
"Cypress Lakes Golf Course, Vacaville, CA",1580
"Executive at Vista Valencia Golf Course, Valencia, CA",1581
"Par-3 at Vista Valencia Golf Course, Valencia, CA",1582
"The Oaks Club at Valencia, Valencia, CA",1583
"Valencia Country Club, Valencia, CA",1584
"East at Blue Rock Springs Golf Course, Vallejo, CA",1585
"Hiddenbrooke Golf Club, Vallejo, CA",1586
"West at Blue Rock Springs Golf Course, Vallejo, CA",1587
"Skyline Ranch Country Club, Valley Center, CA",1588
"Woods Valley Golf Club, Valley Center, CA",1589
"La Contenta Golf Club, Valley Springs, CA",1590
"Trinitas Golf Club, Valley Springs, CA",1591
"Eighteen Hole at Van Nuys Golf Course, Van Nuys, CA",1592
"Executive at Van Nuys Golf Course, Van Nuys, CA",1593
"Woodley Lakes Golf Course, Van Nuys, CA",1594
"Penmar Golf Course, Venice, CA",1595
"Buenaventura Golf Course, Ventura, CA",1596
"Olivas Links Golf Course, Ventura, CA",1597
"Saticoy Golf Course, Ventura, CA",1598
"Green Tree Golf Course, Victorville, CA",1599
"Spring Valley Lake Country Club, Victorville, CA",1600
"Lakes/Valley at Valley Oaks Golf Club, Visalia, CA",1601
"Oaks/Lakes at Valley Oaks Golf Club, Visalia, CA",1602
"Valley/Oaks at Valley Oaks Golf Club, Visalia, CA",1603
"Visalia Country Club, Visalia, CA",1604
"Shadowridge Golf Club, Vista, CA",1605
"Vista Valley Country Club, Vista, CA",1606
"Royal Vista Golf Club, Walnut, CA",1607
"Boundary Oak Golf Course, Walnut Creek, CA",1608
"Diablo Hills Golf Course, Walnut Creek, CA",1609
"Rossmoor Golf Club - The Creekside Golf Course, Walnut Creek, CA",1610
"Rossmoor Golf Club - The Dollar Ranch Golf Course, Walnut Creek, CA",1611
"Warner Springs Ranch, Warner Springs, CA",1612
"Casserly Par-3 Golf Course, Watsonville, CA",1613
"Spring Hills Golf Course, Watsonville, CA",1614
"Wawona Golf Course, Wawona, CA",1615
"Trinity Alps Golf Course, Weaverville, CA",1616
"Championship at Lake Shastina Golf Resort, Weed, CA",1617
"Scottish Links at Lake Shastina Golf Resort, Weed, CA",1618
"Weed Golf Club, Weed, CA",1619
"South Hills Country Club, West Covina, CA",1620
"Lakes/Valley at North Ranch Country Club, Westlake Village, CA",1621
"Oaks/Lakes at North Ranch Country Club, Westlake Village, CA",1622
"Sherwood Lakes Club, Westlake Village, CA",1623
"Valley/Oaks at North Ranch Country Club, Westlake Village, CA",1624
"Westlake Golf Course, Westlake Village, CA",1625
"Lake Almanor Country Club, Westwood, CA",1626
"Shelter Cove Golf Course, Whitethorn, CA",1627
"California Country Club, Whittier, CA",1628
"Candlewood Country Club, Whittier, CA",1629
"Friendly Hills Country Club, Whittier, CA",1630
"Whittier Mobile Country Club, Whittier, CA",1631
"Brooktrails Golf Course, Willits, CA",1632
"Bigfoot Golf & Country Club, Willow Creek, CA",1633
"Glenn Golf & Country Club, Willows, CA",1634
"Harbor Park Golf Course, Wilmington, CA",1635
"Windsor Golf Club, Windsor, CA",1636
"Middle/Lake at Woodbridge Golf & Country Club, Woodbridge, CA",1637
"River/Lake at Woodbridge Golf & Country Club, Woodbridge, CA",1638
"River/Middle at Woodbridge Golf & Country Club, Woodbridge, CA",1639
"Hanks Woodlake Ranch Golf, Woodlake, CA",1640
"Mountain Valley Golf Center, Woodland, CA",1641
"Wild Wings Golf Club, Woodland, CA",1642
"Yolo Fliers Club, Woodland, CA",1643
"Woodland Hills Country Club, Woodland Hills, CA",1644
"Menlo Country Club, Woodside, CA",1645
"Black Gold Golf Club, Yorba Linda, CA",1646
"Yorba Linda Country Club, Yorba Linda, CA",1647
"Vintner's Golf Club, Yountville, CA",1648
"Mallard Lake Golf Center, Yuba City, CA",1649
"Yucaipa Valley Golf Club, Yucaipa, CA",1650
"Hawk's Landing Golf Course, Yucca Valley, CA",1651
"Washington County Golf Club, Akron, CO",1652
"Cattails Golf Club, Alamosa, CO",1653
